accx,accy,accz,Activity,Subject
1.316845,-0.09013232,-0.3632344,WALKING,30
1.323798,-0.1672662,-0.3746628,WALKING,30
1.250366,-0.3186578,-0.3167857,WALKING,30
1.134813,-0.406099,-0.163714,WALKING,30
1.115942,-0.4200016,0.04077249,WALKING,30
1.158487,-0.364614,0.04578547,WALKING,30
1.188111,-0.2591526,-0.08020509,WALKING,30
1.209684,-0.1178398,-0.08552337,WALKING,30
1.106881,-0.07696364,-0.08198402,WALKING,30
0.9002344,-0.1720145,-0.1169729,WALKING,30
0.8165779,-0.1680339,-0.1059086,WALKING,30
0.7984186,-0.1169384,-0.05190295,WALKING,30
0.7041464,-0.1286055,0.05820425,WALKING,30
0.6774424,-0.1429323,0.1028264,WALKING,30
0.7045159,-0.2002119,0.08550187,WALKING,30
0.6651043,-0.2021765,0.119305,WALKING,30
0.6794117,-0.1713992,0.1314052,WALKING,30
0.732055,-0.1977343,0.1506123,WALKING,30
0.7583559,-0.1719727,0.1747179,WALKING,30
0.8433596,-0.1662667,0.1691819,WALKING,30
0.9094511,-0.1759382,0.2047757,WALKING,30
0.9345681,-0.1201856,0.2277652,WALKING,30
0.9856544,-0.07095544,0.2177862,WALKING,30
1.049719,-0.06014107,0.1493192,WALKING,30
1.185164,-0.1549617,0.05915279,WALKING,30
1.284364,-0.2507241,0.1235995,WALKING,30
1.293146,-0.2157605,0.2522842,WALKING,30
1.409327,-0.203477,0.2933657,WALKING,30
1.539471,-0.2701959,0.2226876,WALKING,30
1.470573,-0.3600583,0.094913,WALKING,30
1.201946,-0.4454059,0.03119841,WALKING,30
0.8888167,-0.4352973,-0.04686308,WALKING,30
0.8112047,-0.3224958,-0.1116365,WALKING,30
0.9077928,-0.1931982,-0.1287023,WALKING,30
0.8964721,-0.08727442,-0.2345104,WALKING,30
0.90643,-0.09125433,-0.1688222,WALKING,30
1.00817,-0.2434403,0.02447086,WALKING,30
1.039018,-0.3668187,-0.02021375,WALKING,30
1.050057,-0.3347466,-0.0639249,WALKING,30
0.993129,-0.2232527,-0.05478303,WALKING,30
0.8793293,-0.1365727,-0.08699776,WALKING,30
0.8649403,-0.05939173,-0.0437396,WALKING,30
0.8545215,0.006318314,-0.06244413,WALKING,30
0.86267,-0.009615898,-0.07215863,WALKING,30
0.8981745,-0.03041927,-0.04308025,WALKING,30
0.885396,-0.03055106,-0.0916983,WALKING,30
0.9201881,-0.05080836,-0.1007539,WALKING,30
0.9622373,-0.02611569,-0.1187611,WALKING,30
0.9796419,0.01645714,-0.1157716,WALKING,30
0.9864494,0.04866666,-0.06918162,WALKING,30
0.9592146,0.09020466,-0.08376442,WALKING,30
0.9675158,0.1015364,-0.06194664,WALKING,30
1.003948,0.05679352,-0.03740792,WALKING,30
1.043939,-0.01530155,-0.03187099,WALKING,30
1.047177,-0.0427007,-0.02476778,WALKING,30
1.027228,-0.01613334,-0.08624979,WALKING,30
1.067661,0.02905881,-0.1342062,WALKING,30
1.097422,0.05964128,-0.1591184,WALKING,30
1.147401,0.02947857,-0.2036155,WALKING,30
1.269471,-0.01286765,-0.2811699,WALKING,30
1.323871,-0.009366335,-0.3519434,WALKING,30
1.301051,-0.05173628,-0.3444795,WALKING,30
1.305848,-0.1791452,-0.4307282,WALKING,30
1.290478,-0.2609522,-0.5277284,WALKING,30
1.12814,-0.3086494,-0.3312687,WALKING,30
0.9380819,-0.4089256,-0.04135792,WALKING,30
0.9614672,-0.4181186,0.04059747,WALKING,30
1.138365,-0.2768327,-0.03995074,WALKING,30
1.244073,-0.1481038,-0.08407552,WALKING,30
1.205147,-0.08190705,-0.04565648,WALKING,30
1.115482,-0.06350771,-0.06067607,WALKING,30
1.029218,-0.1212656,-0.09550629,WALKING,30
0.9098611,-0.1848371,-0.08681651,WALKING,30
0.817817,-0.188934,-0.06536658,WALKING,30
0.7868058,-0.1862873,0.02096335,WALKING,30
0.7446581,-0.2040094,0.11371,WALKING,30
0.6893184,-0.2047707,0.1429806,WALKING,30
0.648092,-0.1845373,0.1570295,WALKING,30
0.6549143,-0.1659219,0.1624302,WALKING,30
0.721433,-0.1463095,0.1738397,WALKING,30
0.8005252,-0.1437526,0.1676104,WALKING,30
0.8789612,-0.1579918,0.1556756,WALKING,30
0.9139567,-0.1475224,0.1945234,WALKING,30
0.8433239,-0.09248479,-0.05186726,WALKING_DOWNSTAIRS,1
0.79628,-0.07572948,0.023792,WALKING_DOWNSTAIRS,1
0.8297108,-0.08666805,-0.06305158,WALKING_DOWNSTAIRS,1
0.9034426,-0.09875238,-0.15929,WALKING_DOWNSTAIRS,1
0.9067014,-0.1462209,-0.1828256,WALKING_DOWNSTAIRS,1
0.8836901,-0.1269901,-0.1895419,WALKING_DOWNSTAIRS,1
0.7584893,-0.1197232,-0.1112518,WALKING_DOWNSTAIRS,1
0.6833625,-0.1941928,-0.09431749,WALKING_DOWNSTAIRS,1
0.6580693,-0.26417,-0.117143,WALKING_DOWNSTAIRS,1
0.6585311,-0.3118064,-0.1072529,WALKING_DOWNSTAIRS,1
0.753824,-0.2813339,-0.1173631,WALKING_DOWNSTAIRS,1
0.779625,-0.208763,-0.08327635,WALKING_DOWNSTAIRS,1
0.7784684,-0.1250518,-0.06366274,WALKING_DOWNSTAIRS,1
0.7536951,0.004370236,-0.01802132,WALKING_DOWNSTAIRS,1
0.7208255,0.05851598,0.05147401,WALKING_DOWNSTAIRS,1
0.9242014,-0.0391852,0.01852426,WALKING_DOWNSTAIRS,1
1.29612,-0.314218,0.003730722,WALKING_DOWNSTAIRS,1
1.584593,-0.62756,0.02510002,WALKING_DOWNSTAIRS,1
1.579132,-0.6640027,0.02844671,WALKING_DOWNSTAIRS,1
1.403985,-0.5278418,0.04412712,WALKING_DOWNSTAIRS,1
1.384354,-0.499356,0.04721759,WALKING_DOWNSTAIRS,1
1.483901,-0.4472957,0.04661844,WALKING_DOWNSTAIRS,1
1.583185,-0.2682714,0.04667322,WALKING_DOWNSTAIRS,1
1.542409,-0.1699345,0.05587255,WALKING_DOWNSTAIRS,1
1.348868,-0.2166323,0.0901419,WALKING_DOWNSTAIRS,1
1.163656,-0.2907751,0.135646,WALKING_DOWNSTAIRS,1
1.021863,-0.3202749,0.1410298,WALKING_DOWNSTAIRS,1
0.9992353,-0.242805,0.08827746,WALKING_DOWNSTAIRS,1
0.9301019,-0.1092838,0.04569678,WALKING_DOWNSTAIRS,1
0.8007806,-0.0729063,0.03294092,WALKING_DOWNSTAIRS,1
0.8038894,-0.1393466,0.07442813,WALKING_DOWNSTAIRS,1
0.7007968,-0.2089178,0.1384938,WALKING_DOWNSTAIRS,1
0.6781227,-0.2538994,0.1353956,WALKING_DOWNSTAIRS,1
0.8291934,-0.2382606,0.1242074,WALKING_DOWNSTAIRS,1
0.816593,-0.1636296,0.1321317,WALKING_DOWNSTAIRS,1
0.8359032,-0.1195418,0.1275519,WALKING_DOWNSTAIRS,1
0.7702166,-0.06495477,0.1310087,WALKING_DOWNSTAIRS,1
0.6105819,0.001642903,0.1344508,WALKING_DOWNSTAIRS,1
0.7065597,-0.0149295,0.1330211,WALKING_DOWNSTAIRS,1
0.7745713,-0.05261731,0.1115333,WALKING_DOWNSTAIRS,1
0.8074879,-0.07291848,0.08278517,WALKING_DOWNSTAIRS,1
0.8978731,-0.1102889,0.0813074,WALKING_DOWNSTAIRS,1
0.8882194,-0.122202,0.0454987,WALKING_DOWNSTAIRS,1
0.9269844,-0.08843832,-0.03522216,WALKING_DOWNSTAIRS,1
0.9313883,-0.08594044,-0.05743708,WALKING_DOWNSTAIRS,1
0.8792413,-0.1874884,-0.0105396,WALKING_DOWNSTAIRS,1
0.9013494,-0.3645731,0.02165971,WALKING_DOWNSTAIRS,1
0.9203771,-0.4568605,0.01043307,WALKING_DOWNSTAIRS,1
1.03043,-0.3451665,-0.04759441,WALKING_DOWNSTAIRS,1
1.208215,-0.2662936,-0.1464635,WALKING_DOWNSTAIRS,1
1.305589,-0.3867953,-0.2261997,WALKING_DOWNSTAIRS,1
1.354931,-0.4263713,-0.2509039,WALKING_DOWNSTAIRS,1
1.364506,-0.2803363,-0.2015259,WALKING_DOWNSTAIRS,1
1.347969,-0.178056,-0.07691189,WALKING_DOWNSTAIRS,1
1.353215,-0.234667,-0.008529039,WALKING_DOWNSTAIRS,1
1.444761,-0.3214757,-0.1061866,WALKING_DOWNSTAIRS,1
1.596546,-0.3170612,-0.2385668,WALKING_DOWNSTAIRS,1
1.585733,-0.2457855,-0.2250512,WALKING_DOWNSTAIRS,1
1.253942,-0.08181408,-0.09340557,WALKING_DOWNSTAIRS,1
0.7854149,0.03593224,0.007607346,WALKING_DOWNSTAIRS,1
0.587688,-0.07321019,-0.01922562,WALKING_DOWNSTAIRS,1
0.6637375,-0.209895,-0.1115501,WALKING_DOWNSTAIRS,1
0.7333841,-0.2730061,-0.1562385,WALKING_DOWNSTAIRS,1
0.8743384,-0.3048085,-0.1911011,WALKING_DOWNSTAIRS,1
1.041748,-0.2562255,-0.2116911,WALKING_DOWNSTAIRS,1
1.025515,-0.1990935,-0.1908663,WALKING_DOWNSTAIRS,1
0.9359391,-0.09047709,-0.1820657,WALKING_DOWNSTAIRS,1
0.7970564,0.06209943,-0.1147836,WALKING_DOWNSTAIRS,1
0.6287271,0.03727538,-0.007015795,WALKING_DOWNSTAIRS,1
0.582294,-0.08897439,0.04212807,WALKING_DOWNSTAIRS,1
0.6035545,-0.1652583,0.02433246,WALKING_DOWNSTAIRS,1
0.7043048,-0.2190958,-0.04604221,WALKING_DOWNSTAIRS,1
0.8933218,-0.206256,-0.06000262,WALKING_DOWNSTAIRS,1
0.9489981,-0.1311669,-0.03841815,WALKING_DOWNSTAIRS,1
0.8286414,-0.02748784,-0.02831712,WALKING_DOWNSTAIRS,1
0.7294509,0.04114668,-0.006263175,WALKING_DOWNSTAIRS,1
0.7323081,-0.0554244,-0.07905981,WALKING_DOWNSTAIRS,1
0.7826389,-0.2200778,-0.1839873,WALKING_DOWNSTAIRS,1
0.9672064,-0.3806206,-0.1880013,WALKING_DOWNSTAIRS,1
1.335379,-0.5845104,-0.05886367,WALKING_DOWNSTAIRS,1
1.591924,-0.6556973,0.1087647,WALKING_DOWNSTAIRS,1
1.571035,-0.515309,0.1188902,WALKING_DOWNSTAIRS,1
1.525958,-0.3903141,0.09901238,WALKING_DOWNSTAIRS,1
1.58464,-0.4302761,0.1404053,WALKING_DOWNSTAIRS,1
1.658528,-0.4585743,0.1243602,WALKING_DOWNSTAIRS,1
1.713021,-0.3833639,0.1236803,WALKING_DOWNSTAIRS,1
1.595229,-0.3376539,0.135279,WALKING_DOWNSTAIRS,1
1.33454,-0.2616466,0.1148484,WALKING_DOWNSTAIRS,1
1.176746,-0.2402545,0.107119,WALKING_DOWNSTAIRS,1
1.007742,-0.2918691,0.08156973,WALKING_DOWNSTAIRS,1
0.7712248,-0.1664228,0.05687508,WALKING_DOWNSTAIRS,1
0.6157294,-0.0774754,0.04526627,WALKING_DOWNSTAIRS,1
0.6245627,-0.1307016,0.04785108,WALKING_DOWNSTAIRS,1
0.8045773,-0.1790884,0.1098765,WALKING_DOWNSTAIRS,1
0.8572968,-0.2608623,0.1648375,WALKING_DOWNSTAIRS,1
0.8081876,-0.246352,0.1647596,WALKING_DOWNSTAIRS,1
0.8142707,-0.1947492,0.1567477,WALKING_DOWNSTAIRS,1
0.6757251,-0.1613308,0.1597188,WALKING_DOWNSTAIRS,1
0.6048192,-0.04674867,0.1625198,WALKING_DOWNSTAIRS,1
0.6843483,-0.008668146,0.1452375,WALKING_DOWNSTAIRS,1
0.718717,0.004449164,0.1262813,WALKING_DOWNSTAIRS,1
0.7760931,0.009948707,0.08595588,WALKING_DOWNSTAIRS,1
0.8230193,-0.09530213,-0.007287713,WALKING_DOWNSTAIRS,1
0.8439929,-0.118024,-0.0705747,WALKING_DOWNSTAIRS,1
0.8307109,-0.09624051,-0.06730564,WALKING_DOWNSTAIRS,1
0.8683479,-0.1645315,-0.04650838,WALKING_DOWNSTAIRS,1
0.972496,-0.2193858,-0.02454203,WALKING_DOWNSTAIRS,1
0.9783576,-0.2368844,0.01632304,WALKING_DOWNSTAIRS,1
1.023112,-0.2210893,0.08139504,WALKING_DOWNSTAIRS,1
1.072784,-0.2156925,0.1140914,WALKING_DOWNSTAIRS,1
1.07645,-0.2647785,0.04650147,WALKING_DOWNSTAIRS,1
1.152947,-0.2915976,-0.1094166,WALKING_DOWNSTAIRS,1
1.210316,-0.2892849,-0.2509629,WALKING_DOWNSTAIRS,1
1.268677,-0.2807171,-0.2740299,WALKING_DOWNSTAIRS,1
1.319055,-0.2555044,-0.1609421,WALKING_DOWNSTAIRS,1
1.407541,-0.1898846,-0.04375388,WALKING_DOWNSTAIRS,1
1.634179,-0.1503292,-0.08599138,WALKING_DOWNSTAIRS,1
1.778228,-0.2453266,-0.251953,WALKING_DOWNSTAIRS,1
1.558159,-0.2528117,-0.32993,WALKING_DOWNSTAIRS,1
1.093095,-0.1001832,-0.1001107,WALKING_DOWNSTAIRS,1
0.9629049,-0.07587508,0.1481601,WALKING_DOWNSTAIRS,1
1.175891,-0.1624616,-0.06928147,WALKING_DOWNSTAIRS,1
1.189957,-0.243761,-0.2685026,WALKING_DOWNSTAIRS,1
0.9294621,-0.2709219,-0.07110386,WALKING_DOWNSTAIRS,1
0.6881477,-0.2196827,-0.03204254,WALKING_DOWNSTAIRS,1
0.778298,-0.1980973,-0.1274534,WALKING_DOWNSTAIRS,1
0.9083508,-0.1317628,-0.08289299,WALKING_DOWNSTAIRS,1
0.8180805,-0.0483739,-0.08302654,WALKING_DOWNSTAIRS,1
0.8564282,-0.05822857,-0.07391502,WALKING_DOWNSTAIRS,1
0.8762861,-0.04032887,-0.06717124,WALKING_DOWNSTAIRS,1
0.8305623,-0.03880949,-0.1280413,WALKING_DOWNSTAIRS,1
0.9115191,-0.05060611,-0.1408389,WALKING_DOWNSTAIRS,1
0.9144142,-0.02571889,-0.1420938,WALKING_DOWNSTAIRS,1
0.9321065,-0.07419017,-0.1296363,WALKING_DOWNSTAIRS,1
0.9282212,-0.1433509,-0.1069944,WALKING_DOWNSTAIRS,1
0.8108542,-0.1920385,-0.08895888,WALKING_DOWNSTAIRS,1
0.7928566,-0.1984382,-0.05813244,WALKING_DOWNSTAIRS,1
0.7728509,-0.1648123,-0.0882151,WALKING_DOWNSTAIRS,1
0.7604953,-0.1621997,-0.09772001,WALKING_DOWNSTAIRS,1
0.8651404,-0.09693773,-0.04186085,WALKING_DOWNSTAIRS,1
0.9719527,0.008362098,-0.00451751,WALKING_DOWNSTAIRS,1
0.9638004,0.08764603,-0.0007244706,WALKING_DOWNSTAIRS,1
0.803859,0.1320489,-0.05718381,WALKING_DOWNSTAIRS,1
0.6912408,-0.001417338,-0.1474587,WALKING_DOWNSTAIRS,1
0.7381021,-0.2758167,-0.2264827,WALKING_DOWNSTAIRS,1
0.9561227,-0.5816008,-0.2228676,WALKING_DOWNSTAIRS,1
1.286985,-0.8645178,-0.1127904,WALKING_DOWNSTAIRS,1
1.455456,-0.9108779,0.0165645,WALKING_DOWNSTAIRS,1
1.495591,-0.6190228,0.122253,WALKING_DOWNSTAIRS,1
1.53685,-0.2375444,0.1079384,WALKING_DOWNSTAIRS,1
1.495073,-0.08996168,0.05040957,WALKING_DOWNSTAIRS,1
1.414374,-0.08867628,0.06128606,WALKING_DOWNSTAIRS,1
1.348509,-0.006258725,0.01463023,WALKING_DOWNSTAIRS,1
1.248293,0.04820192,0.02723608,WALKING_DOWNSTAIRS,1
1.135372,0.02876819,0.09554799,WALKING_DOWNSTAIRS,1
1.069978,-0.05664854,0.04842471,WALKING_DOWNSTAIRS,1
1.012183,-0.2185686,0.04694659,WALKING_DOWNSTAIRS,1
0.976117,-0.2513294,0.04310531,WALKING_DOWNSTAIRS,1
0.9591475,-0.2002143,-0.04806177,WALKING_DOWNSTAIRS,1
0.8749568,-0.2021863,-0.0669682,WALKING_DOWNSTAIRS,1
0.8163898,-0.1653225,-0.01615354,WALKING_DOWNSTAIRS,1
0.8007588,-0.169714,0.0606883,WALKING_DOWNSTAIRS,1
0.7902079,-0.2228906,0.0769764,WALKING_DOWNSTAIRS,1
0.8141744,-0.2126765,0.01401776,WALKING_DOWNSTAIRS,1
0.7714465,-0.1843464,-0.02377102,WALKING_DOWNSTAIRS,1
0.7291907,-0.1639797,-0.0449902,WALKING_DOWNSTAIRS,1
0.7704425,-0.2195807,-0.02666324,WALKING_DOWNSTAIRS,1
0.8279004,-0.2931576,-0.0006445295,WALKING_DOWNSTAIRS,1
0.9026313,-0.2173618,0.006506588,WALKING_DOWNSTAIRS,1
0.8834037,-0.1415455,0.07896969,WALKING_DOWNSTAIRS,1
0.7699927,-0.1507082,0.1536111,WALKING_DOWNSTAIRS,1
0.7219139,-0.1258918,0.1516261,WALKING_DOWNSTAIRS,1
0.7567728,-0.1147823,0.08117351,WALKING_DOWNSTAIRS,1
0.8872759,-0.1656727,-0.0190968,WALKING_DOWNSTAIRS,1
1.122814,-0.317048,-0.1221341,WALKING_DOWNSTAIRS,1
1.437708,-0.5361966,-0.2323662,WALKING_DOWNSTAIRS,1
1.603482,-0.5449499,-0.2627902,WALKING_DOWNSTAIRS,1
1.384381,-0.357312,-0.1334812,WALKING_DOWNSTAIRS,1
1.168435,-0.2770331,0.06038626,WALKING_DOWNSTAIRS,1
1.28698,-0.3086,0.06183024,WALKING_DOWNSTAIRS,1
1.510978,-0.3733414,-0.1746814,WALKING_DOWNSTAIRS,1
1.634017,-0.4177099,-0.3063314,WALKING_DOWNSTAIRS,1
1.398295,-0.3169721,-0.1322193,WALKING_DOWNSTAIRS,1
0.924999,-0.1552056,0.0579388,WALKING_DOWNSTAIRS,1
0.837382,-0.09439299,-0.04277098,WALKING_DOWNSTAIRS,1
0.9812151,-0.1554422,-0.1772173,WALKING_DOWNSTAIRS,1
0.9471917,-0.233685,-0.1673146,WALKING_DOWNSTAIRS,1
0.9173289,-0.2256007,-0.15597,WALKING_DOWNSTAIRS,1
0.8845475,-0.1635232,-0.05356288,WALKING_DOWNSTAIRS,1
0.8320846,-0.09353816,-0.02970339,WALKING_DOWNSTAIRS,1
0.8547098,-0.08525171,-0.1309136,WALKING_DOWNSTAIRS,1
0.8453193,-0.1031822,-0.1194799,WALKING_DOWNSTAIRS,1
0.8519296,-0.07679296,-0.1517151,WALKING_DOWNSTAIRS,1
0.9200274,-0.1212347,-0.1588331,WALKING_DOWNSTAIRS,1
0.9844059,-0.1586269,-0.1253425,WALKING_DOWNSTAIRS,1
0.9837479,-0.1208928,-0.1702479,WALKING_DOWNSTAIRS,1
0.8975468,-0.1145957,-0.131062,WALKING_DOWNSTAIRS,1
0.8298952,-0.1014081,-0.1250882,WALKING_DOWNSTAIRS,1
0.8039765,-0.1462425,-0.1311082,WALKING_DOWNSTAIRS,1
0.8084298,-0.241924,-0.07957177,WALKING_DOWNSTAIRS,1
0.7929711,-0.2370365,-0.06907713,WALKING_DOWNSTAIRS,1
0.7172812,-0.1613807,-0.01089412,WALKING_DOWNSTAIRS,1
0.7087946,-0.03643614,-0.02031616,WALKING_DOWNSTAIRS,1
0.8008287,0.08299465,-0.06920743,WALKING_DOWNSTAIRS,1
0.9372886,0.1000497,-0.05824255,WALKING_DOWNSTAIRS,1
0.9958769,0.04113117,-0.1051336,WALKING_DOWNSTAIRS,1
0.9005652,-0.03265773,-0.104162,WALKING_DOWNSTAIRS,1
0.8430627,-0.07377066,-0.0564323,WALKING_DOWNSTAIRS,1
0.8851492,-0.10022,-0.04674266,WALKING_DOWNSTAIRS,1
0.9097015,-0.1361736,-0.07165447,WALKING_DOWNSTAIRS,1
0.9594217,-0.2252032,-0.1585368,WALKING_DOWNSTAIRS,1
1.139201,-0.4876172,-0.1931163,WALKING_DOWNSTAIRS,1
1.406181,-0.8342387,-0.1592836,WALKING_DOWNSTAIRS,1
1.56118,-0.9312952,-0.1212342,WALKING_DOWNSTAIRS,1
1.566238,-0.7495355,-0.03518471,WALKING_DOWNSTAIRS,1
1.621439,-0.6258307,0.04277596,WALKING_DOWNSTAIRS,1
1.696273,-0.5176553,-0.002052965,WALKING_DOWNSTAIRS,1
1.598816,-0.1779361,-0.06737549,WALKING_DOWNSTAIRS,1
1.418842,0.06840104,0.02531736,WALKING_DOWNSTAIRS,1
1.216346,-0.02425107,0.1239759,WALKING_DOWNSTAIRS,1
0.9698019,-0.103023,0.1067611,WALKING_DOWNSTAIRS,1
0.8647247,-0.1132398,0.06939718,WALKING_DOWNSTAIRS,1
0.8273894,-0.2388357,0.0154362,WALKING_DOWNSTAIRS,1
0.6844915,-0.2672156,0.04405486,WALKING_DOWNSTAIRS,1
0.5887763,-0.2030394,0.1270577,WALKING_DOWNSTAIRS,1
0.5792127,-0.2265953,0.1398958,WALKING_DOWNSTAIRS,1
0.643509,-0.2169444,0.1661874,WALKING_DOWNSTAIRS,1
0.7905435,-0.2045931,0.1644179,WALKING_DOWNSTAIRS,1
0.8726405,-0.2011473,0.1456118,WALKING_DOWNSTAIRS,1
0.8796018,-0.1192407,0.158204,WALKING_DOWNSTAIRS,1
0.8290005,-0.05282181,0.1363837,WALKING_DOWNSTAIRS,1
0.6878819,0.01538764,0.1443143,WALKING_DOWNSTAIRS,1
0.5887713,0.05605598,0.1582986,WALKING_DOWNSTAIRS,1
0.6518948,-0.04357831,0.1401597,WALKING_DOWNSTAIRS,1
0.8194028,-0.2080949,0.08544148,WALKING_DOWNSTAIRS,1
0.9481366,-0.2840154,-0.04228082,WALKING_DOWNSTAIRS,1
1.0034,-0.2192974,-0.1314157,WALKING_DOWNSTAIRS,1
0.9984395,-0.1583118,-0.1523644,WALKING_DOWNSTAIRS,1
0.9170587,-0.1512601,-0.07880454,WALKING_DOWNSTAIRS,1
0.8525727,-0.1400403,0.08822241,WALKING_DOWNSTAIRS,1
0.9026414,-0.1458281,0.1277422,WALKING_DOWNSTAIRS,1
1.031965,-0.1143052,0.04373747,WALKING_DOWNSTAIRS,1
1.124753,-0.08540182,-0.003100948,WALKING_DOWNSTAIRS,1
1.149045,-0.1648635,-0.04665592,WALKING_DOWNSTAIRS,1
1.129032,-0.2790105,-0.1812484,WALKING_DOWNSTAIRS,1
1.107755,-0.3175024,-0.3406181,WALKING_DOWNSTAIRS,1
1.200228,-0.2544262,-0.3080586,WALKING_DOWNSTAIRS,1
1.3969,-0.1699141,-0.1344884,WALKING_DOWNSTAIRS,1
1.679401,-0.1343527,-0.07496787,WALKING_DOWNSTAIRS,1
1.859683,-0.1584074,-0.1881857,WALKING_DOWNSTAIRS,1
1.598163,-0.2577232,-0.2685441,WALKING_DOWNSTAIRS,1
1.153368,-0.34523,-0.01482463,WALKING_DOWNSTAIRS,1
0.9636382,-0.342182,0.2246492,WALKING_DOWNSTAIRS,1
1.043797,-0.3213215,-0.04340136,WALKING_DOWNSTAIRS,1
1.120243,-0.322614,-0.292695,WALKING_DOWNSTAIRS,1
0.972284,-0.287495,-0.1834451,WALKING_DOWNSTAIRS,1
0.8036588,-0.1823561,-0.1141184,WALKING_DOWNSTAIRS,1
0.7198257,-0.06957277,-0.1015615,WALKING_DOWNSTAIRS,1
0.7451807,-0.04982643,-0.08915358,WALKING_DOWNSTAIRS,1
0.9350188,-0.1061628,-0.1422526,WALKING_DOWNSTAIRS,1
0.9726514,-0.1227375,-0.1113974,WALKING_DOWNSTAIRS,1
0.8662217,-0.08673359,-0.029997,WALKING_DOWNSTAIRS,1
0.7863062,-0.0502631,0.01403107,WALKING_DOWNSTAIRS,1
0.723126,-0.01430797,0.01219926,WALKING_DOWNSTAIRS,1
0.7999571,-0.009330093,-0.1055716,WALKING_DOWNSTAIRS,1
0.853419,-0.0410766,-0.2026173,WALKING_DOWNSTAIRS,1
0.8244042,-0.08612812,-0.1729106,WALKING_DOWNSTAIRS,1
0.7368908,-0.1545964,-0.08040679,WALKING_DOWNSTAIRS,1
0.5512937,-0.1838289,0.03346041,WALKING_DOWNSTAIRS,1
0.5858158,-0.1596161,0.04412114,WALKING_DOWNSTAIRS,1
0.7625155,-0.1454893,-0.04091046,WALKING_DOWNSTAIRS,1
0.8913916,-0.1119544,-0.1175274,WALKING_DOWNSTAIRS,1
0.9870693,-0.07577979,-0.1638088,WALKING_DOWNSTAIRS,1
0.8894645,-0.1308566,-0.1220374,WALKING_DOWNSTAIRS,1
0.8612873,-0.3365144,-0.02433358,WALKING_DOWNSTAIRS,1
1.120803,-0.6507319,0.06476644,WALKING_DOWNSTAIRS,1
1.505961,-0.7555349,0.09837162,WALKING_DOWNSTAIRS,1
1.827086,-0.4914483,0.09729692,WALKING_DOWNSTAIRS,1
1.850251,-0.2753199,0.1857857,WALKING_DOWNSTAIRS,1
1.840061,-0.2726876,0.2232718,WALKING_DOWNSTAIRS,1
1.987404,-0.171892,0.03446321,WALKING_DOWNSTAIRS,1
1.866169,-0.0479245,-0.1140343,WALKING_DOWNSTAIRS,1
1.36427,-0.08718742,0.06738672,WALKING_DOWNSTAIRS,1
0.8274172,-0.09738546,0.292778,WALKING_DOWNSTAIRS,1
0.7135838,-0.07161215,0.2264328,WALKING_DOWNSTAIRS,1
0.8467354,-0.1659009,0.125667,WALKING_DOWNSTAIRS,1
0.6513119,-0.2347313,0.08588045,WALKING_DOWNSTAIRS,1
0.5629001,-0.1924796,0.003447578,WALKING_DOWNSTAIRS,1
0.6896223,-0.1585192,0.05070448,WALKING_DOWNSTAIRS,1
0.5411084,-0.1285278,0.09879813,WALKING_DOWNSTAIRS,1
0.5352214,-0.1053377,0.09587,WALKING_DOWNSTAIRS,1
0.618387,-0.1211643,0.1713808,WALKING_DOWNSTAIRS,1
0.5527624,-0.1223281,0.1435732,WALKING_DOWNSTAIRS,1
0.6686989,-0.1182959,0.1013107,WALKING_DOWNSTAIRS,1
0.7715515,-0.134517,0.09703353,WALKING_DOWNSTAIRS,1
0.8954451,-0.1582731,-0.04152363,WALKING_DOWNSTAIRS,1
1.007624,-0.1849539,-0.1350261,WALKING_DOWNSTAIRS,1
0.8660638,-0.1923328,-0.04876907,WALKING_DOWNSTAIRS,1
0.8109722,-0.2026089,0.08294341,WALKING_DOWNSTAIRS,1
0.8039979,-0.2475271,0.09476692,WALKING_DOWNSTAIRS,1
0.7623114,-0.2711682,0.03965226,WALKING_DOWNSTAIRS,1
0.8761939,-0.3041957,0.003305947,WALKING_DOWNSTAIRS,1
1.11296,-0.4560652,-0.1833735,WALKING_DOWNSTAIRS,1
1.45175,-0.5811794,-0.4303792,WALKING_DOWNSTAIRS,1
1.652055,-0.4738017,-0.4330389,WALKING_DOWNSTAIRS,1
1.629729,-0.2200867,-0.1563469,WALKING_DOWNSTAIRS,1
1.615114,0.04719864,0.1439746,WALKING_DOWNSTAIRS,1
1.625343,0.2316681,0.1767239,WALKING_DOWNSTAIRS,1
1.612617,0.1804568,-5.154304e-05,WALKING_DOWNSTAIRS,1
1.50805,-0.03865963,-0.1093895,WALKING_DOWNSTAIRS,1
1.264929,-0.2298425,-0.05087683,WALKING_DOWNSTAIRS,1
1.068136,-0.2913884,-0.02761595,WALKING_DOWNSTAIRS,1
1.094196,-0.1832305,-0.1307646,WALKING_DOWNSTAIRS,1
1.101051,-0.08968575,-0.1920437,WALKING_DOWNSTAIRS,1
0.8915856,-0.05861855,-0.2099641,WALKING_DOWNSTAIRS,1
0.7279592,0.00235624,-0.1697365,WALKING_DOWNSTAIRS,1
0.7145888,-0.05090807,-0.1004375,WALKING_DOWNSTAIRS,1
0.8162674,-0.09566595,-0.1331002,WALKING_DOWNSTAIRS,1
0.925483,-0.04609807,-0.1644544,WALKING_DOWNSTAIRS,1
0.8528745,-0.03479905,-0.1704909,WALKING_DOWNSTAIRS,1
